	Unnamed: 0	BataryaGucu	Bluetooth	MikroislemciHizi	CiftHat	OnKameraMP	4G	DahiliBellek	Kalinlik	Agirlik	CekirdekSayisi	ArkaKameraMP	CozunurlukYükseklik	CozunurlukGenislik	RAM	BataryaOmru	3G	Dokunmatik	WiFi	FiyatAraligi	Renk
516	516	1073	Var	0,5	Var	0,0	Yok	51	0,5	145	7	0	690	804	2908.0	18	Yok	Var	Yok	Normal	Siyah
517	517	508	Yok	1,6	Var	0.0	Yok	9	0,4	162	6	2	1419	1920	2616.0	10	Var	Var	Var	Normal	Siyah
518	518	1171	Var	1,7	Var	2.0	Yok	19	0,3	167	7	19	248	755	263.0	8	Yok	Yok	Yok	Çok Ucuz	Turkuaz
519	519	1648	Yok	0,7	Yok	6,0	Var	64	0,8	170	4	9	1153	1876	610.0	6	Var	Var	Yok	Ucuz	Siyah
520	520	712	Yok	2,5	Var	1.0	Yok	49	0,6	99	6	3	1131	1743	401.0	10	Var	Yok	Var	Çok Ucuz	Gri
521	521	1880	Var	1,8	Yok	4.0	Var	18	0,7	138	3	5	71	699	3333.0	7	Var	Yok	Yok	Pahalı	Mor
522	522	1494	Yok	2,4	Yok	6,0	Var	3	0,9	93	7	17	944	1003	1208.0	17	Var	Var	Yok	Ucuz	Yeşil
523	523	1166	Yok	1,5	Var	0.0	Var	43	0,8	80	4	1	205	603	3993.0	7	Var	Var	Yok	Pahalı	Gri
524	524	633	Var	1,4	Yok	0.0	Var	46	0,7	102	6	10	709	1915	1401.0	11	Var	Var	Yok	Ucuz	Mor
525	525	881	Yok	1,0	Yok	1,0	Yok	64	0,5	160	3	6	115	636	2110.0	6	Var	Var	Var	Ucuz	Mor
526	526	1161	Yok	1,3	Var	0.0	Var	21	0,6	126	8	12	308	1169	3336.0	14	Var	Yok	Var	Pahalı	Turuncu
527	527	1678	Var	2,3	Var	11.0	Yok	7	0,5	192	1	14	418	1763	574.0	19	Var	Yok	Yok	Çok Ucuz	Mor
528	528	1578	Yok	1,9	Var	2,0	Var	37	0,1	138	4	19	411	1226	2458.0	3	Var	Yok	Var	Normal	Mor
529	529	1135	Var	2,8	Var	9.0	Yok	43	0,4	158	1	11	690	1589	3204.0	6	Var	Yok	Yok	Pahalı	Mor
530	530	1412	Yok	0,6	Yok	9.0	Yok	57	0,2	86	3	10	2	660	1853.0	18	Yok	Yok	Var	Ucuz	Beyaz
531	531	1382	Var	0,5	Yok	7,0	Var	13	0,3	199	2	18	612	719	2073.0	9	Var	Yok	Var	Ucuz	Kırmızı
532	532	1261	Yok	0,5	Yok	3.0	Var	52	0,3	86	2	9	605	1429	1365.0	16	Var	Yok	Var	Ucuz	Kahverengi
533	533	1802	Var	1,2	Var	8.0	Yok	27	0,5	116	5	16	453	963	1885.0	7	Var	Var	Yok	Normal	Turuncu
534	534	1020	Yok	1,5	Yok	13,0	Var	7	0,7	96	3	18	870	1613	1142.0	8	Var	Yok	Var	Ucuz	Sarı
535	535	1045	Var	1,2	Var	3.0	Var	40	0,1	175	6	7	1078	1564	2137.0	12	Var	Yok	Var	Normal	Kahverengi
536	536	1097	Yok	1,4	Yok	0.0	Yok	60	0,8	181	1	17	405	519	509.0	12	Var	Yok	Yok	Çok Ucuz	Siyah
537	537	1249	Var	0,5	Yok	3,0	Var	55	0,8	140	3	8	605	1193	531.0	13	Var	Var	Var	Çok Ucuz	Kahverengi
538	538	972	Var	1,7	Yok	0.0	Var	54	0,7	107	3	4	681	1050	1900.0	19	Var	Yok	Var	Ucuz	Beyaz
539	539	635	Var	0,5	Yok	9.0	Yok	16	1,0	110	7	17	599	1299	2452.0	8	Var	Yok	Yok	Normal	Turuncu
540	540	1334	Var	2,4	Yok	5,0	Var	42	0,6	115	5	14	1187	1974	2542.0	8	Var	Yok	Yok	Pahalı	Beyaz
541	541	569	Var	2,5	Var	0.0	Yok	41	0,3	124	1	1	388	605	2651.0	4	Yok	Yok	Yok	Ucuz	Siyah
542	542	1138	Yok	1,1	Yok	5.0	Var	48	0,6	109	3	14	233	1777	2048.0	18	Var	Var	Var	Normal	Beyaz
543	543	777	Var	2,6	Yok	3,0	Yok	30	0,9	148	5	17	189	1143	3886.0	7	Var	Yok	Yok	Pahalı	Beyaz
544	544	1095	Var	2,6	Var	0.0	Var	44	0,7	103	4	5	838	1066	3209.0	8	Var	Var	Var	Pahalı	Pembe
545	545	1206	Yok	3,0	Var	10.0	Var	30	0,6	127	3	13	1581	1713	1825.0	4	Var	Yok	Var	Normal	Siyah
546	546	911	Var	2,2	Var	1,0	Var	28	0,5	182	2	2	157	763	2638.0	13	Var	Var	Var	Ucuz	Mavi
547	547	1242	Yok	1,1	Var	0.0	Yok	10	0,6	165	2	1	459	1225	1050.0	4	Var	Yok	Var	Çok Ucuz	Beyaz
548	548	1404	Yok	2,1	Yok	16.0	Yok	44	0,9	151	1	20	1703	1880	1196.0	5	Yok	Yok	Var	Ucuz	Kahverengi
549	549	1349	Yok	2,0	Var	15,0	Yok	62	0,3	114	5	16	592	772	2756.0	4	Var	Yok	Yok	Normal	Mor
550	550	1567	Yok	2,1	Var	3.0	Yok	22	0,8	153	3	19	190	1326	3991.0	10	Var	Yok	Yok	Pahalı	Beyaz
551	551	1735	Var	1,9	Var	0.0	Var	59	0,7	148	6	0	137	846	3230.0	9	Var	Var	Yok	Pahalı	Yeşil
552	552	513	Var	0,5	Yok	6,0	Var	44	0,1	186	4	12	619	867	1343.0	9	Var	Var	Yok	Çok Ucuz	Beyaz
553	553	554	Var	1,3	Yok	0.0	Yok	12	0,1	105	6	10	85	806	3764.0	4	Yok	Var	Var	Normal	Turuncu
554	554	1490	Var	0,5	Var	4.0	Var	64	0,3	150	8	8	1417	1464	3600.0	7	Var	Var	Var	Pahalı	Turuncu
555	555	1880	Yok	0,5	Yok	0,0	Var	7	0,6	104	4	1	890	1019	2968.0	3	Var	Var	Yok	Pahalı	Sarı
556	556	598	Var	0,8	Var	8.0	Var	62	0,1	117	8	9	118	764	3066.0	19	Var	Var	Yok	Normal	Yeşil
557	557	1175	Var	1,3	Yok	2.0	Yok	19	0,3	164	7	9	873	1394	1944.0	9	Var	Var	Yok	Ucuz	Pembe
558	558	1868	Yok	2,0	Var	0,0	Var	42	0,2	169	1	4	347	660	3131.0	7	Var	Var	Var	Pahalı	Sarı
559	559	1836	Yok	1,1	Var	0.0	Yok	14	0,7	104	5	1	168	1068	2469.0	7	Var	Var	Var	Normal	Turuncu
560	560	544	Var	0,5	Var	2.0	Var	7	0,2	129	5	15	227	610	1675.0	17	Var	Var	Yok	Çok Ucuz	Kırmızı
561	561	1201	Var	0,5	Yok	1,0	Var	10	0,4	198	6	5	1151	1723	726.0	3	Var	Var	Yok	Çok Ucuz	Beyaz
562	562	1924	Yok	0,5	Yok	3.0	Var	63	0,3	111	2	10	122	686	3423.0	19	Var	Yok	Yok	Pahalı	Pembe
563	563	665	Var	0,7	Yok	0.0	Var	31	0,1	185	5	2	496	1804	690.0	15	Var	Yok	Yok	Çok Ucuz	Turuncu
564	564	1224	Yok	0,5	Yok	16,0	Var	6	0,4	109	6	18	747	826	506.0	11	Var	Var	Var	Çok Ucuz	Turuncu
565	565	1595	Yok	1,9	Var	1.0	Yok	63	0,9	88	1	20	1475	1988	908.0	6	Yok	Yok	Var	Ucuz	Gri
566	566	1429	Yok	1,5	Var	0.0	Var	40	0,9	100	3	14	246	820	3945.0	18	Var	Yok	Var	Pahalı	Turkuaz
567	567	1470	Yok	2,2	Var	4,0	Var	33	0,4	138	7	10	1790	1988	1633.0	4	Var	Yok	Yok	Normal	Siyah
568	568	1523	Var	2,4	Yok	5.0	Var	57	0,2	117	2	6	247	539	3971.0	10	Var	Var	Var	Pahalı	Turuncu
569	569	1862	Yok	1,5	Yok	1.0	Yok	62	1,0	182	1	2	386	1046	1017.0	9	Var	Yok	Yok	Ucuz	Gri
570	570	550	Var	0,5	Yok	16,0	Var	23	0,1	145	2	17	486	1930	302.0	8	Var	Yok	Yok	Çok Ucuz	Beyaz
571	571	1403	Yok	2,7	Yok	2.0	Var	26	0,1	164	5	3	461	1251	3371.0	9	Var	Yok	Var	Pahalı	Turuncu
572	572	1066	Yok	1,6	Yok	5.0	Yok	39	0,6	131	5	17	401	1586	2728.0	17	Var	Var	Var	Normal	Turuncu
573	573	1608	Yok	1,8	Var	7,0	Yok	28	0,4	183	2	13	1013	1158	489.0	8	Yok	Yok	Var	Çok Ucuz	Gri
574	574	1977	Yok	1,3	Var	2.0	Yok	31	0,4	173	8	6	1145	1356	2641.0	7	Yok	Yok	Yok	Pahalı	Mor
575	575	875	Var	0,7	Var	1.0	Yok	30	0,7	146	8	8	469	853	702.0	15	Var	Var	Var	Çok Ucuz	Mor
576	576	1018	Var	0,7	Var	7,0	Yok	63	0,1	155	5	18	856	883	3048.0	2	Yok	Yok	Var	Normal	Beyaz
577	577	672	Var	0,5	Var	0.0	Yok	54	0,9	95	4	11	578	1143	667.0	14	Yok	Yok	Yok	Çok Ucuz	Turuncu
578	578	1375	Var	1,1	Yok	3.0	Var	9	0,9	145	7	19	475	726	3869.0	10	Var	Var	Var	Pahalı	Gri
579	579	1476	Yok	0,5	Yok	0,0	Var	43	0,7	148	2	2	1789	1972	3644.0	6	Var	Yok	Var	Pahalı	Turkuaz
580	580	1162	Yok	2,0	Yok	0.0	Var	56	0,7	114	7	1	56	997	1652.0	20	Var	Yok	Yok	Ucuz	Sarı
581	581	1454	Var	1,6	Yok	6.0	Var	21	0,2	160	4	10	186	1100	719.0	10	Var	Var	Var	Çok Ucuz	Pembe
582	582	1420	Yok	2,8	Var	1,0	Yok	50	0,1	100	8	8	194	1393	763.0	17		Var	Var	Çok Ucuz	Beyaz
583	583	1660	Yok	0,5	Yok	2.0	Var	15	0,7	100	8	8	440	569	2424.0	9	Var	Var	Yok	Normal	Gri
584	584	1576	Yok	2,6	Yok	7.0	Yok	58	0,2	90	3	16	400	631	336.0	13	Var	Var	Var	Çok Ucuz	Siyah
585	585	1366	Var	1,7	Var	5,0	Var	53	0,2	161	5	9	647	1876	3869.0	14	Var	Yok	Var	Pahalı	Sarı
586	586	659	Yok	2,2	Yok	0.0	Var	24	0,7	151	8	2	924	1877	3925.0	10	Var	Var	Var	Pahalı	Siyah
587	587	1992	Var	0,6	Var	11.0	Yok	2	0,1	141	1	14	649	895	3206.0	10	Var	Var	Yok	Pahalı	Beyaz
588	588	599	Var	2,9	Yok	0,0	Var	64	0,3	186	8	1	103	646	3396.0	7	Var	Yok	Yok	Normal	Kırmızı
589	589	1671	Yok	0,6	Var	7.0	Var	61	0,1	129	2	11	263	848	2336.0	7	Var	Yok	Yok	Normal	Sarı
590	590	1568	Var	0,5	Yok	16.0	Yok	33	1,0	150	8	20	413	654	508.0	6	Var	Var	Var	Çok Ucuz	Mavi
591	591	1110	Yok	1,5	Yok	2,0	Var	12	0,3	153	8	5	961	1950	624.0	15	Var	Yok	Yok	Çok Ucuz	Sarı
592	592	793	Var	2,8	Var	1.0	Var	64	0,4	179	4	2	818	1006	2296.0	5	Var	Var	Yok	Ucuz	Yeşil
593	593	1583	Yok	1,2	Var	0.0	Yok	14	0,2	148	2	4	1171	1673	2498.0	8	Yok	Yok	Var	Normal	Sarı
594	594	946	Yok	2,1	Yok	0,0	Var	19	0,2	154	8	0	159	630	2104.0	16	Var	Var	Yok	Ucuz	Kırmızı
595	595	1627	Yok	0,9	Var	9.0	Var	32	0,1	180	6	16	52	1082	3206.0	16	Var	Var	Yok	Pahalı	Mor
596	596	730	Var	1,3	Var	6.0	Yok	6	0,9	167	7	10	1096	1155	2812.0	17	Yok	Yok	Yok	Normal	Kahverengi
597	597	580	Var	1,2	Var	0,0	Yok	47	0,9	91	3	1	1086	1345	3451.0	11	Var	Var	Yok	Pahalı	Turuncu
598	598	1558	Var	2,4	Yok	0.0	Var	27	0,1	146	1	1	120	1409	3598.0	12	Var	Yok	Var	Pahalı	Mor
599	599	1053	Yok	2,9	Yok	7.0	Yok	42	0,9	126	6	17	419	1261	1339.0	14	Yok	Yok	Var	Çok Ucuz	Beyaz
600	600	831	Var	0,7	Yok	2,0	Var	62	0,7	134	8	9	1482	1490	2573.0	18	Var	Yok	Var	Normal	Beyaz
601	601	1065	Yok	1,7	Var	4.0	Var	48	0,3	162	6	8	1188	1948	265.0	12	Var	Yok	Yok	Çok Ucuz	Mavi
602	602	1667	Yok	1,0	Var	0.0	Var	21	0,9	138	2	0	1211	1396	635.0	15	Var	Yok	Yok	Çok Ucuz	Gri
603	603	1695	Yok	0,5	Var	6,0	Var	46	0,7	200	3	9	1791	1898	446.0	15	Var	Var	Var	Ucuz	Gri
604	604	1253	Var	0,5	Var	5.0	Var	5	0,2	152	2	19	685	714	1878.0	4	Var	Var	Yok	Ucuz	Kırmızı
605	605	1273	Var	0,7	Yok	1.0	Yok	23	0,6	178	6	14	485	1399	558.0	13	Var	Yok	Yok	Çok Ucuz	Siyah
606	606	1860	Var	2,3	Yok	15,0	Yok	23	0,6	162	4	16	1362	1506	3918.0	8	Yok	Var	Yok	Pahalı	Kahverengi
607	607	1271	Yok	0,5	Var	2.0	Yok	54	0,1	159	8	3	613	650	990.0	6	Yok	Var	Var	Çok Ucuz	Pembe
608	608	1484	Yok	3,0	Yok	3.0	Yok	12	0,6	134	3	5	916	969	1457.0	20	Var	Var	Yok	Ucuz	Siyah
609	609	894	Yok	0,9	Yok	5,0	Var	54	0,2	130	3	15	104	541	2829.0	13	Var	Yok	Var	Normal	Siyah
610	610	1576	Var	2,2	Yok	8.0	Yok	5	0,7	139	3	17	258	789	3904.0	7	Var	Var	Var	Pahalı	Mor
611	611	793	Var	1,9	Var	0.0	Var	43	0,3	124	8	2	15	1196	1050.0	3	Var	Var	Var	Çok Ucuz	Siyah
612	612	1432	Var	1,7	Var	6,0	Var	39	0,3	164	4	18	209	947	504.0	10	Var	Var	Yok	Çok Ucuz	Pembe
613	613	1379	Var	1,5	Yok	6.0	Var	9	0,8	118	8	13	98	755	1693.0	18	Var	Yok	Var	Ucuz	Pembe
614	614	1910	Yok	1,4	Yok	0.0	Yok	29	0,6	146	7	2	333	639	2944.0	2	Var	Var	Var	Normal	Kahverengi
615	615	1245	Var	0,6	Yok	2,0	Yok	30	0,7	105	5	3	330	1434	2676.0	7	Var	Yok	Yok	Normal	Kahverengi
616	616	1523	Var	1,8	Yok	6.0	Var	11	0,1	129	1	8	148	1606	707.0	19	Var	Var	Yok	Çok Ucuz	Gri
617	617	1175	Var	1,7	Var	1.0	Var	45	0,6	167	2	7	90	557	2240.0	5	Var	Var	Yok	Ucuz	Turkuaz
618	618	879	Yok	1,5	Var	0,0	Var	21	0,8	187	4	2	463	1038	2927.0	11	Var	Yok	Var	Normal	Pembe
619	619	1593	Var	1,0	Yok	0.0	Var	52	0,7	130	8	0	761	1336	1354.0	13	Var	Var	Var	Ucuz	Sarı
620	620	1104	Yok	1,7	Yok	1.0	Var	60	0,4	199	2	13	653	1413	1229.0	3	Var	Var	Var	Çok Ucuz	Beyaz
621	621	1189	Var	1,9	Yok	5,0	Yok	7	0,5	164	2	20	79	615	841.0	11	Yok	Var	Yok	Çok Ucuz	Kahverengi
622	622	1982	Var	1,6	Yok	2.0	Var	12	0,2	80	5	20	287	593	1824.0	14	Var	Var	Var	Ucuz	Kahverengi
623	623	560	Yok	0,5	Yok	14.0	Yok	23	1,0	146	8	15	356	1903	2360.0	18	Yok	Var	Var	Ucuz	Siyah
624	624	1986	Yok	0,5	Yok	7,0	Yok	51	0,4	95	3	9	342	774	3165.0	13	Var	Yok	Yok	Pahalı	Siyah
625	625	1303	Yok	1,0	Var	0.0	Var	15	0,1	138	3	10	229	1604	2574.0	14	Var	Var	Var	Normal	Gri
626	626	868	Var	0,9	Yok	5.0	Yok	5	0,4	137	4	7	40	1311	1519.0	2	Yok	Yok	Var	Çok Ucuz	Kahverengi
627	627	534	Var	2,5	Yok	1,0	Var	21	0,3	164	7	9	347	1477	2706.0	18	Var	Var	Yok	Normal	Mor
628	628	1510	Yok	0,6	Var	1.0	Yok	32	0,7	135	3	8	963	1520	854.0	10	Var	Yok	Var	Ucuz	Yeşil
629	629	1172	Yok	1,9	Yok	0.0	Var	27	0,7	164	1	3	607	1092	1477.0	6	Var	Yok	Yok	Ucuz	Gri
630	630	612	Var	0,5	Var	1,0	Var	20	0,8	179	8	6	1145	1487	3282.0	18	Var	Var	Var	Pahalı	Yeşil
631	631	1138	Yok	1,4	Yok	12.0	Var	44	0,2	187	8	17	111	1138	3475.0	3	Var	Yok	Yok	Pahalı	Kırmızı
632	632	1454	Var	0,5	Var	1.0	Yok	34	0,7	83	4	3	250	1033	3419.0	5	Var	Var	Yok	Pahalı	Turkuaz
633	633	796	Yok	0,5	Yok	2,0	Yok	12	0,5	114	1	8	174	518	1075.0	2	Yok	Var	Yok	Çok Ucuz	Mor
634	634	864	Yok	1,6	Var	0.0	Var	53	0,3	88	6	1	262	1436	493.0	10	Var	Var	Yok	Çok Ucuz	Kahverengi
635	635	642	Var	0,5	Yok	0.0	Var	38	0,8	86	5	10	887	1775	435.0	2	Var	Var	Yok	Çok Ucuz	Pembe
636	636	1830	Var	1,0	Yok	7,0	Var	47	0,3	117	1	11	1191	1882	3362.0	11	Var	Yok	Yok	Pahalı	Siyah
637	637	1845	Var	0,5	Var	10.0	Yok	61	0,3	96	1	12	292	695	1731.0	6	Yok	Yok	Yok	Ucuz	Yeşil
638	638	1176	Var	2,1	Yok	2.0	Var	62	0,5	168	2	10	674	1455	1534.0	17	Var	Yok	Yok	Ucuz	Mavi
639	639	767	Yok	1,9	Yok	16,0	Var	19	0,2	185	6	17	271	1000	2445.0	6	Var	Var	Var	Ucuz	Yeşil
640	640	947	Yok	0,8	Var	0.0	Var	22	0,1	197	2	13	1176	1220	2842.0	2	Var	Yok	Yok	Normal	Mor
641	641	594	Var	2,6	Yok	1.0	Yok	27	0,1	196	5	2	407	528	708.0	17	Yok	Var	Var	Çok Ucuz	Yeşil
642	642	591	Yok	2,1	Var	18,0	Var	16	0,5	196	7	20	952	1726	704.0	4	Var	Var	Var	Çok Ucuz	Kırmızı
643	643	507	Var	0,5	Var	1.0	Yok	32	0,5	141	7	11	936	1398	1702.0	5	Var	Var	Var	Ucuz	Kahverengi
644	644	1166	Var	0,5	Yok	7.0	Yok	59	0,5	80	1	11	437	638	3887.0	7	Var	Yok	Var	Pahalı	Mor
645	645	1494	Yok	1,6	Yok	3,0	Var	45	0,8	158	5	4	449	790	3208.0	4	Var	Yok	Yok	Pahalı	Sarı
646	646	1732	Var	1,1	Yok	4.0	Var	12	0,8	119	8	9	824	881	1308.0	11	Var	Yok	Var	Ucuz	Pembe
647	647	893	Yok	2,5	Var	0.0	Yok	55	0,6	183	2	1	417	946	2986.0	6	Yok	Var	Var	Normal	Siyah
648	648	774	Yok	0,5	Var	2,0	Var	10	0,5	188	2	9	1480	1731	2944.0	2	Var	Var	Var	Normal	Beyaz
649	649	1861	Var	0,9	Yok	4.0	Var	55	0,5	148	7	8	1698	1877	601.0	4	Var	Yok	Yok	Ucuz	Yeşil
650	650	1882	Var	1,3	Var	8.0	Yok	47	0,2	140	2	13	119	652	2500.0	11	Yok	Yok	Var	Normal	Turuncu
651	651	1918	Yok	1,9	Yok	2,0	Yok	10	0,6	110	5	10	1170	1543	1717.0	16	Var	Var	Var	Normal	Yeşil
652	652	1336	Yok	0,9	Yok	5.0	Var	17	0,2	194	5	9	55	583	1869.0	16	Var	Var	Var	Ucuz	Pembe
653	653	1876	Yok	0,5	Yok	10.0	Var	40	0,3	86	6	14	546	1564	2513.0	16	Var	Var	Yok	Pahalı	Beyaz
654	654	1677	Yok	1,8	Var	4,0	Yok	11	0,7	124	6	8	271	1477	3771.0	12	Var	Yok	Yok	Pahalı	Siyah
655	655	1205	Var	2,7	Yok	5.0	Yok	10	0,1	163	6	10	321	1870	953.0	20	Yok	Var	Var	Çok Ucuz	Turuncu
656	656	1042	Yok	2,2	Yok	15.0	Var	11	0,6	139	5	16	68	1018	2826.0	2	Var	Yok	Yok	Normal	Mor
657	657	772	Yok	2,6	Var	7,0	Yok	6	0,1	100	2	10	741	1471	929.0	18	Yok	Var	Var	Çok Ucuz	Mavi
658	658	732	Var	1,3	Yok	5.0	Var	32	0,4	163	8	7	1661	1836		5	Var	Yok	Var	Pahalı	Siyah
659	659	1561	Yok	0,5	Var	10.0	Var	4	0,5	134	2	13	885	1811	1783.0	10	Var	Var	Yok	Normal	Kırmızı
660	660	616	Var	2,2	Yok	3,0	Var	21	0,8	150	7	4	347	513	3267.0	19	Var	Yok	Yok	Normal	Gri
661	661	946	Var	2,6	Var	17.0	Yok	5	0,1	166	3	20	1698	1771	3720.0	4	Yok	Var	Yok	Pahalı	Kırmızı
662	662	897	Var	2,0	Yok	3.0	Var	2	0,6	154	8	10	0	994	1958.0	7	Var	Var	Yok	Ucuz	Mor
663	663	1778	Yok	0,5	Yok	0,0	Yok	15	0,5	102	3	0	1445	1954	1214.0	14	Var	Yok	Yok	Ucuz	Turuncu
664	664	1424	Var	2,9	Var	0.0	Yok	20	0,6	180	5	0	181	1199	2658.0	19	Var	Yok	Yok	Normal	Yeşil
665	665	1641	Yok	1,1	Yok	6.0	Yok	48	0,7	97	8	7	224	1994	1695.0	17	Var	Yok	Var	Normal	Beyaz
666	666	564	Yok	3,0	Var	1,0	Yok	8	0,7	130	2	3	853	1737	2227.0	14	Var	Yok	Var	Ucuz	Siyah
667	667	994	Yok	1,2	Var	4.0	Yok	40	0,9	164	2	17	296	839	3104.0	11	Yok	Yok	Yok	Normal	Sarı
668	668	1808	Var	0,5	Var	1.0	Yok	31	0,5	92	2	16	714	1208	2736.0	8	Yok	Yok	Var	Pahalı	Kırmızı
669	669	1288	Yok	0,5	Var	3,0	Var	61	0,2	115	6	6	988	1503	1882.0	10	Var	Yok	Var	Normal	Mavi
670	670	1444	Var	2,1	Yok	9.0	Yok	38	0,4	104	7	16	624	917	3764.0	10	Yok	Yok	Yok	Pahalı	Yeşil
671	671	1504	Yok	1,9	Var	7.0	Var	25	0,3	152	4	9	395	1853	1788.0	13	Var	Yok	Var	Ucuz	Turkuaz
672	672	630	Yok	2,0	Yok	9,0	Var	14	0,5	180	8	13	66	1448	1212.0	12	Var	Yok	Yok	Çok Ucuz	Mor
673	673	1423	Yok	0,6	Yok	12.0	Yok	44	0,8	131	5	13	501	640	2253.0	9	Yok	Yok	Yok	Ucuz	Gri
674	674	771	Yok	2,9	Yok	2.0	Yok	62	0,7	106	1	8	1709	1781	1628.0	6	Yok	Var	Yok	Ucuz	Turuncu
675	675	930	Var	1,3	Var	1,0	Var	14	0,4	97	6	10	77	1025	2457.0	17	Var	Var	Yok	Ucuz	Mor
676	676	1126	Var	2,4	Yok	2.0	Var	10	0,4	160	6	3	1223	1611	2050.0	12	Var	Var	Var	Normal	Turuncu
677	677	1686	Var	2,8	Var	3.0	Yok	38	0,1	166	4	4	397	1453	2958.0	2	Yok	Yok	Yok	Pahalı	Turuncu
678	678	673	Var	1,7	Var	3,0	Var	22	0,1	88	1	5	594	1088	2050.0	17	Var	Var	Yok	Ucuz	Mor
679	679	1492	Var	1,5	Yok	5.0	Yok	11	0,9	85	3	7	1684	1746	2259.0	19	Yok	Var	Var	Pahalı	Yeşil
680	680	764	Yok	1,0	Var	9.0	Var	45	0,5	124	8	11	52	539	1341.0	12	Var	Yok	Yok	Çok Ucuz	Kahverengi
681	681	1128	Var	1,1	Yok	9,0	Var	46	0,9	135	8	10	751	1582	1434.0	11	Var	Yok	Yok	Ucuz	Mor
682	682	519	Var	1,6	Var	7.0	Var	51	0,3	132	4	19	550	645	3763.0	4	Var	Yok	Var	Pahalı	Beyaz
683	683	1421	Yok	2,8	Yok	0.0	Var	57	0,4	165	1	2	781	1657	2775.0	14	Var	Yok	Var	Pahalı	Siyah
684	684	832	Yok	1,6	Var	1,0	Var	34	0,3	108	5	5	311	1294	447.0	12	Var	Var	Yok	Çok Ucuz	Siyah
685	685	904	Var	1,2	Var	10.0	Var	31	0,8	112	3	11	657	1014	2814.0	19	Var	Yok	Yok	Normal	Turuncu
686	686	1210	Var	1,6	Var	9.0	Yok	57	0,5	111	4	20	329	1039	1886.0	17	Var	Yok	Var	Ucuz	Sarı
687	687	1741	Var	0,5	Yok	1,0	Var	55	0,1	140	5	3	719	755	2575.0	7	Var	Var	Var	Normal	Gri
688	688	1379	Yok	0,5	Var	1.0	Yok	19	0,3	134	8	17	387	671	3912.0	19	Yok	Var	Var	Pahalı	Kırmızı
689	689	645	Yok	2,5	Yok	10.0	Var	63	1,0	174	4	14	278	584	3615.0	13	Var	Yok	Var	Normal	Turuncu
690	690	743	Yok	0,5	Var	0,0	Var	33	0,3	95	2	1	1587	1659	316.0	4	Var	Yok	Yok	Çok Ucuz	Gri
691	691	1866	Var	2,5	Var	3.0	Var	47	0,8	89	5	9	358	1782	1444.0	20	Var	Yok	Yok	Ucuz	Mavi
692	692	1237	Var	2,5	Yok	7.0	Yok	13	0,8	98	4	12	18	1004	2528.0	16	Yok	Yok	Yok	Normal	Siyah
693	693	1064	Yok	2,9	Var	1,0	Var	34	0,2	184	6	13	1175	1569	654.0	6	Var	Yok	Yok	Çok Ucuz	Mavi
694	694	563	Var	0,5	Var	2.0	Var	41	0,9	145	5	6	1263	1716	2603.0	9	Var	Var	Yok	Normal	Siyah
695	695	559	Var	0,5	Yok	10.0	Yok	11	0,4	82	5	14	541	823	2019.0	16	Var	Var	Var	Ucuz	Pembe
696	696	614	Yok	1,7	Var	0,0	Var	58	0,2	128	7	2	22	519	3487.0	11	Var	Var	Var	Normal	Turuncu
697	697	1646	Var	2,3	Yok	8.0	Var	41	0,2	185	2	10	1725	1932	3339.0	19	Var	Var	Yok	Pahalı	Siyah
698	698	1763	Yok	2,9	Var	1.0	Var	53	0,2	101	4	20	138	806	2066.0	17	Var	Var	Var	Ucuz	Mor
699	699	1698	Yok	2,8	Yok	10,0	Var	7	0,8	131	8	12	26	508	2992.0	17	Var	Var	Yok	Normal	Turkuaz
700	700	1384	Var	2,8	Var	15.0	Yok	60	0,1	82	3	18	983	1210	1221.0	15	Var	Yok	Var	Ucuz	Beyaz
701	701	1620	Var	2,2	Var	0.0	Var	30	0,2	185	3	3	832	1033	606.0	18	Var	Yok	Yok	Çok Ucuz	Mor
702	702	823	Yok	1,0	Var	9,0	Var	18	0,2	182	5	16	1180	1350	3894.0	9	Var	Var	Yok	Pahalı	Yeşil
703	703	1549	Var	1,5	Var	0.0	Var	27	0,4	113	5	7	632	1162	436.0	11	Var	Yok	Yok	Çok Ucuz	Mavi
704	704	1744	Var	1,0	Yok	1.0	Var	20	0,5	112	8	3	68	718	1205.0	14	Var	Yok	Yok	Ucuz	Mor
705	705	1314	Var	2,8	Var	13,0	Var	5	1,0	87	4	18	82	512	3411.0	18	Var	Yok	Yok	Pahalı	Yeşil
706	706	904	Yok	2,7	Var	4.0	Yok	19	0,6	147	6	7	1094	1496	545.0	16	Yok	Yok	Yok	Çok Ucuz	Gri
707	707	1578	Yok	2,9	Yok	8.0	Yok	3	0,9	200	1	20	342	670	3483.0	16	Var	Yok	Yok	Pahalı	Kırmızı
708	708	1722	Var	1,0	Yok	7,0	Yok	25	0,8	88	6	19	1179	1638	2376.0	19	Yok	Yok	Var	Pahalı	Gri
709	709	878	Var	1,3	Yok	13.0	Var	31	0,5	153	4	18	575	618	3497.0	11	Var	Var	Yok	Normal	Kahverengi
710	710	1760	Yok	1,9	Yok	1.0	Var	50	0,8	198	1	2	273	1704	2549.0	4	Var	Var	Yok	Normal	Mor
711	711	1368	Var	1,6	Var	4,0	Yok	9	0,1	115	7	7	843	1145	2941.0	17	Yok	Var	Yok	Pahalı	Siyah
